BIESZCZADY - BW.03;Durna (979 m);12;6;BZ niebieski;z Polanek
BIESZCZADY - BW.03;Durna (979 m);13;7;BZ niebieski;z Polanek przez Łopienkę
BIESZCZADY - BW.03;Korbania (894 m);10;8;niebieski BZ;z Berda (890 m)
BIESZCZADY - BW.03;Korbania (894 m);10;8;BZ;z Markowskiej (748 m)
BIESZCZADY - BW.03;Korbania (894 m);6;3;BZ;z Kamienia (618 m)
BIESZCZADY - BW.03;Korbania (894 m);9;4;BZ;z Bukowca
BIESZCZADY - BW.03;Korbania (894 m);10;5;BZ;z Terki
BIESZCZADY - BW.03;Korbania (894 m);1;1;BZ;z Polanek
BIESZCZADY - BW.03;Kamień (618 m);8;6;zielony;z Wołkowyji
BIESZCZADY - BW.03;Kamień (618 m);3;2;BZ zielony;z Bukowca
BIESZCZADY - BW.03;Kamień (618 m);4;3;zielony;z Terki
BIESZCZADY - BW.03;Tołsta (749 m);6;3;BZ;z Terki
BIESZCZADY - BW.03;Tołsta (749 m);7;4;BZ;z Bukowca
BIESZCZADY - BW.03;Tołsta (749 m);5;2;BZ;z Sakowczyka
BIESZCZADY - BW.03;Tołsta (749 m);5;2;BZ;z Rajskiego
BIESZCZADY - BW.03;Połoma (776 m);6;3;zielony;z Terki
BIESZCZADY - BW.03;Połoma (776 m);6;6;zielony;z Żołobiny (780 m)
BIESZCZADY - BW.03;Połoma (776 m);5;2;BZ;z Zawója
BIESZCZADY - BW.03;Połoma (776 m);5;2;BZ;z Polanek
BIESZCZADY - BW.03;Polanki;5;5;BZ;z Zawoja
BIESZCZADY - BW.03;Polanki;3;3;BZ;z Terki
BIESZCZADY - BW.03;Polanki;4;4;BZ;z Buka
BIESZCZADY - BW.03;Łopiennik (1069 m);9;5;niebieski;z Durnej (979 m)
BIESZCZADY - BW.03;Łopiennik (1069 m);11;9;BZ;z Korbani (905 m)
BIESZCZADY - BW.03;Łopiennik (1069 m);13;7;BZ;z Polanek
BIESZCZADY - BW.03;Łopiennik (1069 m);10;4;BZ;z Buka
BIESZCZADY - BW.03;Łopiennik (1069 m);9;3;czarny;z Dołżycy
BIESZCZADY - BW.03;Łopiennik (1069 m);9;4;BZ czarny;z Bacówki PTTK Hon w Cisnej
BIESZCZADY - BW.03;Łopiennik (1069 m);8;4;BZ czarny;z Przełęczy nad Habkowcami (749 m)
BIESZCZADY - BW.03;Łopiennik (1069 m);12;7;czarny;z Jabłonek
BIESZCZADY - BW.03;Jaworne (992 m);5;3;czerwony;z Przełęczy Żebrak (816 m)
BIESZCZADY - BW.03;Jaworne (992 m);4;3;BZ czerwony;z Krąglicy (943 m)
BIESZCZADY - BW.03;Jaworne (992 m);12;7;czarny;z Jabłonek
BIESZCZADY - BW.03;Jaworne (992 m);10;6;BZ;z Maniowa
BIESZCZADY - BW.03;Krąglica (943 m);4;3;BZ;z Przełęczy Żebrak (816 m)
BIESZCZADY - BW.03;Krąglica (943 m);7;4;BZ;z Woli Michowej
BIESZCZADY - BW.03;Krąglica (943 m);7;4;BZ;z Maniowa (błąd w regulaminie)
BIESZCZADY - BW.03;Wołosań (1071 m);5;4;czerwony;z Jawornego (992 m)
BIESZCZADY - BW.03;Wołosań (1071 m);10;5;BZ czerwony;z Jabłonek
BIESZCZADY - BW.03;Wołosań (1071 m);10;5;BZ;z Zubraczego
BIESZCZADY - BW.03;Wołosań (1071 m);9;5;BZ czerwony;z Przełęczy nad Habkowcami (749 m)
BIESZCZADY - BW.03;Wołosań (1071 m);13;8;czerwony;z Bacówki PTTK Hon w Cisnej
BIESZCZADY - BW.03;Wołosań (1071 m);12;7;BZ czerwony;z Majdanu
BIESZCZADY - BW.03;Wołosań (1071 m);3;2;BZ;z Przysłupu
BIESZCZADY - BW.03;Przysłup;10;5;BZ;z Maniowa
BIESZCZADY - BW.03;Przysłup;9;9;BZ;z Berda (1041 m)
BIESZCZADY - BW.03;Matragona (990 m);3;1;BZ;z Przysłupu
BIESZCZADY - BW.03;Matragona (990 m);6;4;BZ;z Zubraczego
BIESZCZADY - BW.03;Matragona (990 m);5;2;BZ;z Solinki
BIESZCZADY - BW.03;Matragona (990 m);6;3;czerwony BZ;z Balnicy TPG
BIESZCZADY - BW.03;Matragona (990 m);9;5;BZ;z Maniowa
BIESZCZADY - BW.03;Balnica;7;6;żółty;z Maniowa
BIESZCZADY - BW.03;Balnica;2;2;BZ czerwony;z Solinki
BIESZCZADY - BW.03;Berdo (1041 m);7;3;BZ;z Zubraczego
BIESZCZADY - BW.03;Berdo (1041 m);2;1;BZ;z Hyrlatej (1103 m)
BIESZCZADY - BW.03;Hyrlata (1103 m);9;5;żółty BZ;z Roztok Górnych
BIESZCZADY - BW.03;Hyrlata (1103 m);5;3;BZ;z przełęczy pod Kiczerką (836 m)
BIESZCZADY - BW.03;Hyrlata (1103 m);8;4;BZ;z Solinki
BIESZCZADY - BW.03;Przełęcz pod Kiczerką (836 m);7;5;BZ;z Solinki
BIESZCZADY - BW.03;Przełęcz pod Kiczerką (836 m);3;2;BZ;z Roztok Górnych
BIESZCZADY - BW.03;Stryb (1011 m);6;3;BZ czerwony;z Roztok Górnych
BIESZCZADY - BW.03;Stryb (1011 m);3;1;BZ;z przełęczy pod Kiczerką (834 m)
BIESZCZADY - BW.03;Stryb (1011 m);9;6;BZ czerwony;z Solinki
BIESZCZADY - BW.03;Stryb (1011 m);11;8;BZ czerwony;z Solinki przez Czereninę (928 m)
BIESZCZADY - BW.03;Stryb (1011 m);7;5;czerwony;z przełęczy nad Roztokami TPG (801 m) przez Rypi Wierch (1003 m)
BIESZCZADY - BW.03;Roztoki Górne;7;6;żółty;z Majdanu
BIESZCZADY - BW.03;Roztoki Górne;5;2;BZ;z Dużego Skaleńca (983 m)
BIESZCZADY - BW.03;Roztoki Górne;3;2;żółty;z Przełęczy nad Roztokami (983 m)
BIESZCZADY - BW.03;Okrąglik (1101 m);6;3;czerwony;z przełęczy nad Roztokami TPG (801 m)
BIESZCZADY - BW.03;Okrąglik (1101 m);4;2;BZ czerwony;z Dużego Skaleńca (893 m)
BIESZCZADY - BW.03;Okrąglik (1101 m);3;2;czerwony;z Jasła
BIESZCZADY - BW.03;Okrąglik (1101 m);8;4;BZ czerwony;ze Szpickiera
BIESZCZADY - BW.03;Okrąglik (1101 m);13;7;czerwony;ze Smereka - Wieś przez Fereczatą (1102 m)
BIESZCZADY - BW.03;Jasło;4;2;BZ czerwony;z Dużego Skaleńca (893 m)
BIESZCZADY - BW.03;Jasło;14;8;czerwony;z Bacówki PTTK Hon w Cisnej
BIESZCZADY - BW.03;Jasło;9;4;BZ;z Przusłupa
BIESZCZADY - BW.03;Jasło;8;3;BZ;ze Szpickera
BIESZCZADY - BW.03;Bacówka PTTK Hon w Cisnej;2;2;BZ czerwony;z Majdanu
BIESZCZADY - BW.03;Bacówka PTTK Hon w Cisnej;2;2;BZ czerwony;z Dołżycy
BIESZCZADY - BW.03;Bacówka PTTK Hon w Cisnej;5;5;BZ;Dołżyca - Buk
BIESZCZADY - BW.03;Krzemienna (937 m);8;4;BZ;z Dołżycy
BIESZCZADY - BW.03;Krzemienna (937 m);5;5;czarny BZ;z Falowej (968 m)
BIESZCZADY - BW.03;Krzemienna (937 m);7;3;BZ;z Kalnicy
BIESZCZADY - BW.03;Krzemienna (937 m);4;2;BZ;z Przysłupa
BIESZCZADY - BW.03;Falowa (968 m);9;4;czarny;z Dołżycy
BIESZCZADY - BW.03;Falowa (968 m);8;3;BZ czarny;z Buka
BIESZCZADY - BW.03;Falowa (968 m);12;7;BZ czarny;z Zawoja
BIESZCZADY - BW.03;Falowa (968 m);9;5;czarny;z Bacówki PTTK Jaworzec
BIESZCZADY - BW.03;Falowa (968 m);8;4;BZ czarny;z Kalnicy
BIESZCZADY - BW.03;Falowa (968 m);13;8;BZ czarny;z Polanki przez Bukowinkę
BIESZCZADY - BW.03;Bacówka PTTK Jaworzec;4;4;BZ czarny;z Kalnicy
BIESZCZADY - BW.03;Bacówka PTTK Jaworzec;5;5;BZ czarny;z Zawoja
BIESZCZADY - BW.03;Smerek (1222 m);8;4;czarnyczarny;z Krysowej (840 m)
BIESZCZADY - BW.03;Smerek (1222 m);11;5;czerwony;z Smereka Wsi
BIESZCZADY - BW.03;Smerek (1222 m);12;6;żółtyczerwony;z Wetliny
BIESZCZADY - BW.03;Smerek (1222 m);3;2;czerwony;z Przełęczy Orłowicza (1099 m)
BIESZCZADY - BW.03;Smerek (1222 m);12;6;BZ czerwony;z Kalnicy
BIESZCZADY - BW.03;Szpickiery;6;5;BZ;z Kalnicy
BIESZCZADY - BW.03;Szpickiery;4;3;BZ;z Smereka Wsi
BIESZCZADY - BW.03;Płasza (1162 m);7;6;czerwony;z Okrąglika (1101 m)
BIESZCZADY - BW.03;Płasza (1162 m);5;5;żółty;z Rabiej Skały (1170 m)
BIESZCZADY - BW.03;Płasza (1162 m);14;8;BZ;ze Smereka Wsi
BIESZCZADY - BW.03;Rabia Skala (1170 m);15;9;BZ żółtyczerwony;ze Smereka Wsi przez Beskid
BIESZCZADY - BW.03;Rabia Skala (1170 m);13;6;zielonyżółtyczerwony;z Wetliny przez Jawornik (1021 m)
BIESZCZADY - BW.03;Rabia Skala (1170 m);6;3;czerwony;z Przełęczy Pod Borsukiem (954 m)
BIESZCZADY - BW.03;Krysowa (840 m);5;2;czarny;z Bacówki PTTK Jaworzec
BIESZCZADY - BW.03;Krysowa (840 m);5;4;zielony;z Żołobiny (780 m)
BIESZCZADY - BW.03;Krysowa (840 m);7;5;czarny;z Przełęczy Orłowicza (1099 m)
BIESZCZADY - BW.03;Krysowa (840 m);10;7;BZ czarny;z Kalnicy
BIESZCZADY - BW.03;Krysowa (840 m);12;8;BZ czarny;z Hulskiego przez Stoły
BIESZCZADY - BW.03;Krysowa (840 m);2;2;BZ czerwony;Kalnica - Smerek Wieś
BIESZCZADY - BW.03;Żołobina (780 m);6;3;BZ zielony;z Zawoju
BIESZCZADY - BW.03;Żołobina (780 m);8;4;BZ zielony;z Tworylnego
BIESZCZADY - BW.03;Przełęcz Orłowicza (1099 m);15;9;BZ czarny;z Hulskiego przez Magurzec (861 m)
BIESZCZADY - BW.03;Przełęcz Orłowicza (1099 m);7;3;żółty;z Suchych Rzek
BIESZCZADY - BW.03;Przełęcz Orłowicza (1099 m);9;4;żółty;z Wetliny
BIESZCZADY - BW.03;Połonina Wetlińska (1255 m);10;4;BZ czerwony;z Wetliny
BIESZCZADY - BW.03;Połonina Wetlińska (1255 m);5;3;czerwony;z Przełęczy Orłowicza (1099 m)
BIESZCZADY - BW.03;Połonina Wetlińska (1255 m);11;5;BZ czerwony;z Suchych Rzek
BIESZCZADY - BW.03;Połonina Wetlińska (1255 m);16;8;BZ czerwony;z Zatwarnicy przez Jaworniki
BIESZCZADY - BW.03;Połonina Wetlińska (1255 m);3;3;czerwony;ze Schroniska PTTK na Połoninie Wetlińskiej (1228 m)
BIESZCZADY - BW.03;Schronisko PTTK na Połoninie Wetlińskiej (1228 m);17;10;BZ;z Zatwarnicy
BIESZCZADY - BW.03;Schronisko PTTK na Połoninie Wetlińskiej (1228 m);9;5;BZ;z Jawornika (1047 m)
BIESZCZADY - BW.03;Schronisko PTTK na Połoninie Wetlińskiej (1228 m);8;3;czerwony;z Brzegów Górnych
BIESZCZADY - BW.03;Schronisko PTTK na Połoninie Wetlińskiej (1228 m);6;2;żółty;z przełęczy nad Brzegami Górnymi (872 m)
BIESZCZADY - BW.03;Schronisko PTTK na Połoninie Wetlińskiej (1228 m);13;8;BZ czarnyżółty;z Wetliny
BIESZCZADY - BW.03;Dział (1148 m);4;2;BZ;z przełęczy nad Brzegami Górnymi (872 m)
BIESZCZADY - BW.03;Dział (1148 m);8;4;BZ;z Moczarnego
BIESZCZADY - BW.03;Nad Wetliną;5;2;zielony;z Działu (1148 m)
BIESZCZADY - BW.03;Nad Wetliną;5;3;zielony;z Wetliny
BIESZCZADY - BW.03;Mała Rawka (1272 m);11;4;BZ zielony;z Brzegów Górnych
BIESZCZADY - BW.03;Mała Rawka (1272 m);5;3;zielony;z Działu (1148 m)
BIESZCZADY - BW.03;Mała Rawka (1272 m);8;4;zielony;z Przełęczy Wyżniańskiej (855 m) przez Bacówkę PTTK
BIESZCZADY - BW.03;Moczarne (1307 m);6;5;BZ;z Wetliny
BIESZCZADY - BW.03;Moczarne (1307 m);11;5;BZ;z Małej Rawki (1272 m)
BIESZCZADY - BW.03;Wielka Rawka (1307 m);2;1;żółty;z Małej Rawki (1272 m)
BIESZCZADY - BW.03;Wielka Rawka (1307 m);13;6;niebieski;z Hotelu PTTK Ustrzyki Górne
BIESZCZADY - BW.03;Wielka Rawka (1307 m);6;4;BZ;z Małej Semenowej (1071 m)
BIESZCZADY - BW.03;Krzemieniec (1221 m);14;9;niebieski;z Przełęczy na Borsukiem (906 m) przez Kamienną (1199 m)
BIESZCZADY - BW.03;Krzemieniec (1221 m);12;6;BZ niebieski;z Moczarnego
BIESZCZADY - BW.03;Krzemieniec (1221 m);3;2;niebieski;z Wielkiej Rawki 
BIESZCZADY - BW.03;Połonina Caryńska (1297 m);9;3;czerwony;z Brzegów Górnych
BIESZCZADY - BW.03;Połonina Caryńska (1297 m);6;2;zielony;z Przełęczy Wyżniańskiej (855 m)
BIESZCZADY - BW.03;Połonina Caryńska (1297 m);12;6;czerwony;z Hotelu PTTK Ustrzyki Górne
BIESZCZADY - BW.03;Połonina Caryńska (1297 m);10;5;zielony;z Przełęczy Przysłup Caryński (785 m)
BIESZCZADY - BW.03;Przełęcz Przysłup Caryński (785 m);6;5;BZ;z Nasicznego
BIESZCZADY - BW.03;Przełęcz Przysłup Caryński (785 m);9;7;BZ;z Dwernika
BIESZCZADY - BW.03;Przełęcz Przysłup Caryński (785 m);5;3;żółty;z Bereżek
BIESZCZADY - BW.03;Magura Stuposiańska (1016 m);4;2;zielony;z Przełęczy Przysłup Caryński (785 m)
BIESZCZADY - BW.03;Magura Stuposiańska (1016 m);11;6;niebieski;z Dwernika
BIESZCZADY - BW.03;Magura Stuposiańska (1016 m);10;5;BZ niebieski;z Pszczelin
BIESZCZADY - BW.03;Widełki (1016 m);8;4;BZ niebieski;z Pszczelin
BIESZCZADY - BW.03;Widełki (1016 m);8;3;BZ niebieski;ze Stuposianów
BIESZCZADY - BW.03;Jeleniowaty (907 m);10;6;BZ;z Pszczelin
BIESZCZADY - BW.03;Jeleniowaty (907 m);2;1;BZ;z Mucznego
BIESZCZADY - BW.03;Bukowe Berdo (1312 m);4;2;niebieski;z Przełęczy Goprowskiej (1160 m)
BIESZCZADY - BW.03;Bukowe Berdo (1312 m);12;6;żółtyniebieski;z Mucznego
BIESZCZADY - BW.03;Bukowe Berdo (1312 m);7;5;niebieski;z Widełek (1016 m)
BIESZCZADY - BW.03;Tarnawa Wyżna;13;12;BZ;z Mucznego przez Tarnawę Niżną
BIESZCZADY - BW.03;Tarnawa Wyżna;6;5;BZ;z Bukowca
BIESZCZADY - BW.03;Szeroki Wierch (1268 m);13;7;czerwony;z Hotelu PTTK Ustrzyki Górne
BIESZCZADY - BW.03;Szeroki Wierch (1268 m);9;4;niebieskiczerwony;z Wołosatego
BIESZCZADY - BW.03;Szeroki Wierch (1268 m);1;1;czerwony;z Przełęczy Siodło (1276 m)
BIESZCZADY - BW.03;Przełęcz Siodło (1276 m);12;5;niebieski;z Wołosatego
BIESZCZADY - BW.03;Przełęcz Siodło (1276 m);2;1;niebieski;z Przełęczy Goprowskiej (1160 m)
BIESZCZADY - BW.03;Przełęcz Siodło (1276 m);1;1;żółty;z Tarnicy (1346 m)
BIESZCZADY - BW.03; Chresty (998 m);6;4;BZ;z Beskidu Wołosackiego (1106 m)
BIESZCZADY - BW.03; Chresty (998 m);3;2;BZ;z Małej Semenowej (1071 m)
BIESZCZADY - BW.03;Przełęcz Beskid (785 m);9;6;BZ;z Przełęczy Bukowskiej (1107 m) przez Menczył (1108 m)
BIESZCZADY - BW.03;Przełęcz Beskid (785 m);7;4;BZ;z Beskidu Wołosackiego (1106 m)
BIESZCZADY - BW.03;Przełęcz Bukowska (1107 m);12;8;czerwony BZ;z Wołosatego
BIESZCZADY - BW.03;Przełęcz Bukowska (1107 m);7;6;niebieski;Hotel PTTK Ustrzyki Górne - Wołosate
BIESZCZADY - BW.03;Halicz (1333 m);5;3;czerwony;z Przełęczy Bukowskiej (1107 m) przez Rozsypaniec (1280 m)
BIESZCZADY - BW.03;Halicz (1333 m);6;4;czerwony;z Przełęczy Goprowskiej (1160 m)
BIESZCZADY - BW.03;Halicz (1333 m);14;9;BZ;z Tarnawy Wyżnej przez Wołowe (1248 m)
BIESZCZADY - BW.03;Kinczyk Bukowski (1251 m);6;4;BZ-;z Przełęczy Bukowskiej (1107 m)
BIESZCZADY - BW.03;Kinczyk Bukowski (1251 m);15;11;BZ;z Przełęczy Użockiej (853 m) przez Opołonek (1028 m) i Rozsypaniec
BIESZCZADY - BW.03;Bukowiec;12;11;BZ;z Sianki przez Beniową
BIESZCZADY - BW.03;Bukowiec;14;14;BZ;z Mucznego przez Czerteż
BIESZCZADY - BW.03;Bukowiec;6;5;BZ;z Tarnawy Wyżnej
BIESZCZADY - BW.03;Dwernik-Kamień (1004 m) (Holica);3;2;BZ;z Jawornik (1047 m)
BIESZCZADY - BW.03;Dwernik-Kamień (1004 m) (Holica);7;3;BZ;z Nasicznego
BIESZCZADY - BW.03;Dwernik-Kamień (1004 m) (Holica);8;4;BZ;z Dwernika
BIESZCZADY - BW.03;Dwernik-Kamień (1004 m) (Holica);2;1;BZ;z Magury (887 m)
BIESZCZADY - BW.03;Dwernik-Kamień (1004 m) (Holica);10;6;BZ;z Zatwarnicy
BIESZCZADY - BW.03;Nasiczne;7;3;BZ;z Jawornika (1047 m)
BIESZCZADY - BW.03;Nasiczne;5;5;BZ;z Brzegów Górnych
BIESZCZADY - BW.03;Nasiczne;4;3;BZ;z Dwernika
BIESZCZADY - BW.03;Zatwarnica;7;5;żółty;z Suchych Rzek
BIESZCZADY - BW.03;Zatwarnica;2;2;BZ;z Hulskiego
BIESZCZADY - BW.03;Zatwarnica;9;5;BZ;z Hulskiego (846 m)
BIESZCZADY - BW.03;Hulskie;2;2;BZ;z Krywego
BIESZCZADY - BW.03;Hulskie;9;8;BZ;z Grzbietu Otrytu
BIESZCZADY - BW.03;Chmiel;9;5;BZ;z Magury (887 m)
BIESZCZADY - BW.03;Chmiel;10;6;BZ;z Trohańca (939 m)
BIESZCZADY - BW.03;Trohaniec (939 m);7;3;BZ;z Dwerniczka
BIESZCZADY - BW.03;Trohaniec (939 m);7;3;BZ;ze Smolnika
BIESZCZADY - BW.03;Trohaniec (939 m);10;6;BZ;ze Skorodnego
BIESZCZADY - BW.03;Trohaniec (939 m);7;4;zielony;z Lutowisk
BIESZCZADY - BW.03;Grzbiet Otrytu;2;2;zielony BZ;z Trohańca (939 m)
BIESZCZADY - BW.03;Grzbiet Otrytu;7;3;niebieski;z Dwernika
